Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
9/5/13, Ravens, Broncos,7,-7,48
9/8/13, Patriots, Bills,-7,7,53
9/8/13, Titans, Steelers,6.5,-6.5,43.5
9/8/13, Falcons, Saints,3,-3,54
9/8/13, Buccaneers, Jets,-2,2,41
9/8/13, Chiefs, Jaguars,-2.5,2.5,39.5
9/8/13, Bengals, Bears,3.5,-3.5,45
9/8/13, Dolphins, Browns,0,0,39.5
9/8/13, Seahawks, Panthers,-3.5,3.5,45
9/8/13, Vikings, Lions,3,-3,47
9/8/13, Raiders, Colts,7,-7,48.5
9/8/13, Cardinals, Rams,6,-6,40
9/8/13, Packers, 49ers,5.5,-5.5,50
9/8/13, Giants, Cowboys,3,-3,49
9/9/13, Eagles, Redskins,5,-5,50.5
9/9/13, Texans, Chargers,-3,3,46
9/12/13, Jets, Patriots,12,-12,44
9/15/13, Browns, Ravens,6.5,-6.5,43
9/15/13, Dolphins, Colts,3,-3,42.5
9/15/13, Panthers, Bills,-3,3,44.5
9/15/13, Rams, Falcons,6.5,-6.5,47
9/15/13, Vikings, Bears,6.5,-6.5,41
9/15/13, Saints, Buccaneers,-3,3,46.5
9/15/13, Lions, Cardinals,0,0,47
9/15/13, Jaguars, Raiders,6,-6,39.5
9/15/13, 49ers, Seahawks,3,-3,45
9/15/13, Broncos, Giants,-5,5,54.5
9/15/13, Chargers, Eagles,7.5,-7.5,54.5
9/15/13, Cowboys, Chiefs,3,-3,46.5
9/15/13, Titans, Texans,9.5,-9.5,43
9/15/13, Redskins, Packers,7.5,-7.5,49.5
9/16/13, Steelers, Bengals,6.5,-6.5,40.5
9/19/13, Chiefs, Eagles,3,-3,50
9/22/13, Chargers, Titans,3,-3,44
9/22/13, Texans, Ravens,-2,2,44.5
9/22/13, Rams, Cowboys,3.5,-3.5,46.5
9/22/13, Falcons, Dolphins,1,-1,44
9/22/13, Bills, Jets,3,-3,39
9/22/13, Browns, Vikings,3.5,-3.5,41
9/22/13, Lions, Redskins,0,0,48.5
9/22/13, Giants, Panthers,2,-2,46
9/22/13, Buccaneers, Patriots,7,-7,46
9/22/13, Cardinals, Saints,9,-9,48
9/22/13, Colts, 49ers,10,-10,46
9/22/13, Jaguars, Seahawks,19.5,-19.5,40.5
9/22/13, Packers, Bengals,-2,2,48
9/22/13, Bears, Steelers,-2.5,2.5,40
9/23/13, Raiders, Broncos,14.5,-14.5,49
9/26/13, 49ers, Rams,-3.5,3.5,43
9/29/13, Bengals, Browns,-5,5,41.5
9/29/13, Colts, Jaguars,-9.5,9.5,42
9/29/13, Seahawks, Texans,-3,3,44
9/29/13, Cardinals, Buccaneers,2.5,-2.5,40.5
9/29/13, Giants, Chiefs,4,-4,44
9/29/13, Ravens, Bills,-3.5,3.5,43.5
9/29/13, Cowboys, Chargers,-1,1,45.5
9/29/13, Patriots, Falcons,-1,1,49
9/29/13, Jets, Titans,4.5,-4.5,39
9/29/13, Steelers, Vikings,-1,1,42
9/29/13, Bears, Lions,3,-3,47.5
9/29/13, Redskins, Raiders,-3,3,43.5
9/29/13, Eagles, Broncos,11,-11,57.5
9/30/13, Dolphins, Saints,5.5,-5.5,47
10/3/13, Bills, Browns,3.5,-3.5,41
10/6/13, Lions, Packers,10,-10,53.5
10/6/13, Chargers, Raiders,-4.5,4.5,46
10/6/13, Broncos, Cowboys,-7.5,7.5,56.5
10/6/13, Eagles, Giants,-1,1,53
10/6/13, Jaguars, Rams,10.5,-10.5,41.5
10/6/13, Seahawks, Colts,-3,3,43
10/6/13, Panthers, Cardinals,-3,3,42
10/6/13, Texans, 49ers,5.5,-5.5,43
10/6/13, Saints, Bears,1,-1,51
10/6/13, Ravens, Dolphins,3,-3,43.5
10/6/13, Chiefs, Titans,-2.5,2.5,38
10/6/13, Patriots, Bengals,-2,2,45.5
10/7/13, Jets, Falcons,9,-9,43.5
10/10/13, Giants, Bears,8.5,-8.5,47
10/13/13, Packers, Ravens,-3,3,48.5
10/13/13, Titans, Seahawks,13,-13,40.5
10/13/13, Panthers, Vikings,2,-2,44
10/13/13, Redskins, Cowboys,5.5,-5.5,52
10/13/13, Steelers, Jets,-1.5,1.5,41
10/13/13, Jaguars, Broncos,27,-27,53
10/13/13, Lions, Browns,-2.5,2.5,43.5
10/13/13, Saints, Patriots,2,-2,50.5
10/13/13, Cardinals, 49ers,10,-10,40.5
10/13/13, Raiders, Chiefs,7.5,-7.5,41
10/13/13, Eagles, Buccaneers,-2.5,2.5,45.5
10/13/13, Rams, Texans,7.5,-7.5,42.5
10/13/13, Bengals, Bills,-6,6,41.5
10/14/13, Colts, Chargers,-1,1,50
10/17/13, Seahawks, Cardinals,-5,5,40.5
10/20/13, Patriots, Jets,-3.5,3.5,43.5
10/20/13, Texans, Chiefs,6,-6,39
10/20/13, Bengals, Lions,2,-2,46.5
10/20/13, Bears, Redskins,-1,1,48.5
10/20/13, Cowboys, Eagles,3,-3,55.5
10/20/13, Rams, Panthers,7,-7,42.5
10/20/13, Buccaneers, Falcons,6.5,-6.5,43
10/20/13, 49ers, Titans,-3.5,3.5,40.5
10/20/13, Browns, Packers,9.5,-9.5,45
10/20/13, Ravens, Steelers,2.5,-2.5,41
10/20/13, Broncos, Colts,-6,6,55
10/20/13, Chargers, Jaguars,-7.5,7.5,44.5
10/20/13, Bills, Dolphins,6.5,-6.5,44
10/21/13, Vikings, Giants,4.5,-4.5,47.5
10/24/13, Panthers, Buccaneers,-7,7,40
10/27/13, Steelers, Raiders,-2,2,40.5
10/27/13, Jets, Bengals,5,-5,41.5
10/27/13, Dolphins, Patriots,6,-6,45
10/27/13, Bills, Saints,10.5,-10.5,48.5
10/27/13, Browns, Chiefs,7,-7,38.5
10/27/13, Giants, Eagles,5.5,-5.5,50
10/27/13, Cowboys, Lions,3,-3,51
10/27/13, 49ers, Jaguars,-14.5,14.5,40
10/27/13, Redskins, Broncos,11,-11,58
10/27/13, Falcons, Cardinals,2.5,-2.5,45.5
10/27/13, Packers, Vikings,-7.5,7.5,47
10/28/13, Seahawks, Rams,-13,13,43
10/31/13, Bengals, Dolphins,-3,3,43
11/3/13, Ravens, Browns,-1.5,1.5,41.5
11/3/13, Buccaneers, Seahawks,15.5,-15.5,41
11/3/13, Eagles, Raiders,0,0,45
11/3/13, Chargers, Redskins,2,-2,49.5
11/3/13, Chiefs, Bills,-4.5,4.5,40.5
11/3/13, Titans, Rams,-3.5,3.5,40.5
11/3/13, Saints, Jets,-6,6,45.5
11/3/13, Vikings, Cowboys,9,-9,50.5
11/3/13, Falcons, Panthers,9,-9,47
11/3/13, Steelers, Patriots,5.5,-5.5,42.5
11/3/13, Colts, Texans,-1,1,43.5
11/4/13, Bears, Packers,10.5,-10.5,51
11/7/13, Redskins, Vikings,-2.5,2.5,49
11/10/13, Jaguars, Titans,13,-13,41.5
11/10/13, Raiders, Giants,7,-7,41.5
11/10/13, Seahawks, Falcons,-4.5,4.5,45
11/10/13, Bengals, Ravens,-2,2,44.5
11/10/13, Panthers, 49ers,6,-6,43
11/10/13, Broncos, Chargers,-7,7,58
11/10/13, Cowboys, Saints,6.5,-6.5,54
11/10/13, Rams, Colts,9.5,-9.5,44
11/10/13, Texans, Cardinals,3,-3,41.5
11/10/13, Bills, Steelers,3,-3,44
11/10/13, Eagles, Packers,1,-1,47
11/10/13, Lions, Bears,-1,1,52
11/11/13, Dolphins, Buccaneers,-2,2,41
11/14/13, Colts, Titans,-3,3,42.5
11/17/13, Cardinals, Jaguars,-7.5,7.5,41
11/17/13, 49ers, Saints,3.5,-3.5,48
11/17/13, Packers, Giants,4,-4,41
11/17/13, Ravens, Bears,3,-3,42.5
11/17/13, Jets, Bills,1,-1,40.5
11/17/13, Lions, Steelers,-3,3,45
11/17/13, Redskins, Eagles,4.5,-4.5,53
11/17/13, Browns, Bengals,5,-5,40.5
11/17/13, Vikings, Seahawks,12,-12,45.5
11/17/13, Falcons, Buccaneers,2.5,-2.5,44
11/17/13, Raiders, Texans,10,-10,41
11/17/13, Chiefs, Broncos,7.5,-7.5,49
11/17/13, Chargers, Dolphins,-1,1,45.5
11/18/13, Patriots, Panthers,3,-3,47
11/21/13, Saints, Falcons,-8.5,8.5,53
11/24/13, Titans, Raiders,1,-1,41
11/24/13, Jets, Ravens,3.5,-3.5,39.5
11/24/13, Bears, Rams,1,-1,45.5
11/24/13, Steelers, Browns,1,-1,40.5
11/24/13, Jaguars, Texans,10,-10,43.5
11/24/13, Buccaneers, Lions,9,-9,48.5
11/24/13, Chargers, Chiefs,4.5,-4.5,41.5
11/24/13, Panthers, Dolphins,-4,4,41
11/24/13, Vikings, Packers,4,-4,43.5
11/24/13, Broncos, Patriots,-2.5,2.5,54
11/24/13, Colts, Cardinals,1,-1,45
11/24/13, Cowboys, Giants,3,-3,44
11/25/13, 49ers, Redskins,-4,4,47
11/28/13, Raiders, Cowboys,9.5,-9.5,46.5
11/28/13, Steelers, Ravens,3,-3,40.5
11/28/13, Packers, Lions,6,-6,49.5
12/1/13, Titans, Colts,4,-4,44.5
12/1/13, Buccaneers, Panthers,8,-8,41.5
12/1/13, Cardinals, Eagles,3.5,-3.5,49
12/1/13, Dolphins, Jets,1,-1,38.5
12/1/13, Falcons, Bills,3.5,-3.5,46
12/1/13, Bengals, Chargers,0,0,48
12/1/13, Jaguars, Browns,7,-7,40.5
12/1/13, Broncos, Chiefs,-3,3,49
12/1/13, Bears, Vikings,1,-1,48.5
12/1/13, Patriots, Texans,-7,7,49.5
12/1/13, Rams, 49ers,9.5,-9.5,43
12/1/13, Giants, Redskins,-1.5,1.5,46
12/2/13, Saints, Seahawks,6,-6,46.5
12/5/13, Texans, Jaguars,-3,3,43.5
12/8/13, Giants, Chargers,3,-3,47.5
12/8/13, Chiefs, Redskins,-3,3,45
12/8/13, Vikings, Ravens,7,-7,43
12/8/13, Raiders, Jets,3,-3,40.5
12/8/13, Colts, Bengals,6,-6,44.5
12/8/13, Lions, Eagles,2.5,-2.5,54
12/8/13, Dolphins, Steelers,3,-3,41.5
12/8/13, Bills, Buccaneers,3,-3,43
12/8/13, Titans, Broncos,12,-12,50
12/8/13, Rams, Cardinals,7,-7,42.5
12/8/13, Seahawks, 49ers,2.5,-2.5,41
12/8/13, Panthers, Saints,3,-3,45.5
12/8/13, Browns, Patriots,11,-11,46
12/8/13, Falcons, Packers,3.5,-3.5,44.5
12/9/13, Cowboys, Bears,1,-1,49
12/12/13, Chargers, Broncos,10.5,-10.5,54
12/15/13, Redskins, Falcons,4.5,-4.5,51
12/15/13, 49ers, Buccaneers,-4.5,4.5,42
12/15/13, Cardinals, Titans,-3,3,42
12/15/13, Seahawks, Giants,-7,7,41.5
12/15/13, Texans, Colts,6,-6,46
12/15/13, Bills, Jaguars,-2.5,2.5,44
12/15/13, Patriots, Dolphins,-2.5,2.5,46
12/15/13, Eagles, Vikings,-4,4,52
12/15/13, Chiefs, Raiders,-3.5,3.5,41
12/15/13, Bengals, Steelers,-3,3,40.5
12/15/13, Saints, Rams,-5.5,5.5,47
12/15/13, Jets, Panthers,11,-11,41
12/15/13, Bears, Browns,-2,2,44.5
12/15/13, Packers, Cowboys,7,-7,48
12/16/13, Ravens, Lions,6,-6,48
12/22/13, Dolphins, Bills,-2.5,2.5,43
12/22/13, Saints, Panthers,3,-3,46.5
12/22/13, Buccaneers, Rams,6,-6,42.5
12/22/13, Bears, Eagles,3,-3,56
12/22/13, Browns, Jets,1.5,-1.5,40.5
12/22/13, Broncos, Texans,-10,10,52
12/22/13, Titans, Jaguars,-5.5,5.5,44
12/22/13, Cardinals, Seahawks,10,-10,43.5
12/22/13, Raiders, Chargers,10,-10,50.5
12/22/13, Colts, Chiefs,6.5,-6.5,44
12/22/13, Cowboys, Redskins,-3,3,53
12/22/13, Vikings, Bengals,7.5,-7.5,48
12/22/13, Giants, Lions,9.5,-9.5,49
12/22/13, Patriots, Ravens,2.5,-2.5,45
12/22/13, Steelers, Packers,3,-3,45
12/23/13, Falcons, 49ers,12,-12,45
12/29/13, Texans, Titans,7,-7,44
12/29/13, Browns, Steelers,7,-7,44
12/29/13, Redskins, Giants,3.5,-3.5,46
12/29/13, Ravens, Bengals,6,-6,44.5
12/29/13, Jets, Dolphins,6.5,-6.5,41
12/29/13, Lions, Vikings,3,-3,52
12/29/13, Bills, Patriots,8.5,-8.5,47
12/29/13, Buccaneers, Saints,12.5,-12.5,47
12/29/13, Broncos, Raiders,-12,12,53.5
12/29/13, Rams, Seahawks,10,-10,43
12/29/13, Eagles, Cowboys,-2.5,2.5,56
12/29/13, Jaguars, Colts,11.5,-11.5,45.5
12/29/13, Chiefs, Chargers,9.5,-9.5,45
12/29/13, 49ers, Cardinals,-1.5,1.5,43
12/29/13, Panthers, Falcons,-7,7,45.5
12/29/13, Packers, Bears,-3,3,53
1/4/14, Chiefs, Colts,2.5,-2.5,46.5
1/4/14, Saints, Eagles,2.5,-2.5,55
1/4/14, Cardinals, Panthers,5.5,-5.5,38.5
1/5/14, Chargers, Bengals,7,-7,46.5
1/5/14, 49ers, Packers,-2.5,2.5,48.5
1/11/14, Colts, Patriots,7.5,-7.5,0
1/11/14, Saints, Seahawks,8.5,-8.5,48.5
1/12/14, Chargers, Broncos,10,-10,55
1/12/14, 49ers, Panthers,0,0,44
1/19/14, 49ers, Seahawks,4,-4,40.5
1/19/14, Patriots, Broncos,7,-7,0
2/2/14, Seahawks, Broncos,0,0,47